127.0.0.1 - - [16/Jan/2021:14:46:43 +0900] "GET / HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/webshop/main.html HTTP/1.1" 200 2137
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/css/mystyle.css HTTP/1.1" 200 1977
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/webshop/computer.html HTTP/1.1" 200 1782
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/images/%EC%BB%B4%ED%93%A8%ED%84%B02.jpg HTTP/1.1" 200 3549
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/images/%EC%BB%B4%ED%93%A8%ED%84%B03.jpg HTTP/1.1" 200 5186
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/images/%EC%BB%B4%ED%93%A8%ED%84%B01.jpg HTTP/1.1" 200 33871
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /webpro/images/shopping.jpg HTTP/1.1" 200 5548
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:43 +0900] "GET /favicon.ico HTTP/1.1" 404 815
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:52 +0900] "GET /webpro/webshop/clothing.html HTTP/1.1" 200 1428
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:52 +0900] "GET /webpro/images/%EC%98%B72.jpg HTTP/1.1" 200 57599
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:52 +0900] "GET /webpro/images/%EC%98%B71.jpg HTTP/1.1" 200 250388
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:54 +0900] "GET /webpro/webshop/music.html HTTP/1.1" 200 1663
0:0:0:0:0:0:0:1 - - [16/Jan/2021:14:46:54 +0900] "GET /webpro/images/%EC%86%8C%EC%9A%B0%EC%A3%BC.jpg HTTP/1.1" 200 51369
